Nom du skin,2025-06-05,Steam - 2025-06-05,SkinBaron - 2025-06-05,Steam - 2025-06-06,SkinBaron - 2025-06-06,Steam - 2025-06-07,SkinBaron - 2025-06-07
AK-47 | X-Ray (Factory New),,,2579.05,,2579.05,,2851.87
AK-47 | X-Ray (Field-Tested),1389.97,1389.97,819.64,1390.39,819.64,1421.33,807.49
AK-47 | X-Ray (Minimal Wear),,,1445.0,,1445.0,,1445.0
AK-47 | X-Ray (Well-Worn),740.85,740.85,441.27,745.72,441.27,739.08,453.19
AUG | Akihabara Accept (Battle-Scarred),400.47,400.47,274.39,400.47,274.39,401.07,274.29
AUG | Akihabara Accept (Factory New),,,3818.18,,3818.18,,3832.11
AUG | Akihabara Accept (Field-Tested),1202.55,1202.55,514.81,1200.97,514.81,1203.37,586.88
AUG | Akihabara Accept (Minimal Wear),,,1295.39,,1295.39,,1453.97
AUG | Akihabara Accept (Well-Worn),518.0,518.0,320.32,518.0,320.32,518.0,324.48
AUG | Amber Fade (Factory New),2.08,2.08,1.44,2.08,1.44,2.18,1.47
AUG | Amber Fade (Field-Tested),1.57,1.57,1.18,1.55,1.18,1.58,1.23
AUG | Amber Fade (Minimal Wear),1.61,1.61,1.15,1.61,1.15,1.64,1.15
AUG | Amber Fade (Well-Worn),2.5,2.5,1.96,2.59,1.96,2.66,2.03
AUG | Amber Slipstream (Battle-Scarred),0.29,0.29,0.18,0.28,0.18,0.27,0.16
AUG | Amber Slipstream (Factory New),0.64,0.64,0.52,0.64,0.52,0.64,0.54
AUG | Amber Slipstream (Field-Tested),0.31,0.31,0.18,0.29,0.18,0.38,0.18
AUG | Amber Slipstream (Minimal Wear),0.36,0.36,0.25,0.36,0.25,0.36,0.24
AUG | Amber Slipstream (Well-Worn),0.27,0.27,0.2,0.37,0.2,0.37,0.2
AUG | Anodized Navy (Factory New),38.52,38.52,27.1,41.3,27.1,41.58,27.1
AUG | Anodized Navy (Minimal Wear),59.88,59.88,48.82,59.65,48.82,59.54,53.11
AUG | Arctic Wolf (Battle-Scarred),1.62,1.62,1.25,1.62,1.25,1.61,1.29
AUG | Arctic Wolf (Factory New),7.98,7.98,5.3,7.99,5.3,8.07,5.69
AUG | Arctic Wolf (Field-Tested),2.25,2.25,1.53,2.3,1.53,2.32,1.53
AUG | Arctic Wolf (Minimal Wear),4.57,4.57,2.84,4.5,2.84,4.61,3.07
AUG | Arctic Wolf (Well-Worn),2.38,2.38,1.87,2.38,1.87,2.39,1.87
AUG | Aristocrat (Battle-Scarred),0.85,0.85,0.6,0.85,0.6,0.89,0.6
AUG | Aristocrat (Factory New),3.15,3.15,2.31,3.28,2.31,3.3,2.29
AUG | Aristocrat (Field-Tested),0.94,0.94,0.57,0.89,0.57,0.89,0.57
AUG | Aristocrat (Minimal Wear),1.64,1.64,1.04,1.5,1.04,1.5,1.06
AUG | Aristocrat (Well-Worn),0.93,0.93,0.64,1.03,0.64,1.03,0.64
AUG | Bengal Tiger (Battle-Scarred),12.5,12.5,10.9,12.33,10.9,12.33,10.97
AUG | Bengal Tiger (Factory New),47.9,47.9,32.59,48.24,32.59,45.48,33.49
AUG | Bengal Tiger (Field-Tested),11.97,11.97,9.18,12.01,9.18,12.01,9.43
AUG | Bengal Tiger (Minimal Wear),18.0,18.0,10.87,18.0,10.87,20.85,10.87
AUG | Bengal Tiger (Well-Worn),12.51,12.51,8.4,12.51,8.4,11.41,10.73
AUG | Carved Jade (Factory New),19.98,19.98,13.84,19.98,13.84,19.96,13.84
AUG | Carved Jade (Field-Tested),17.89,17.89,12.55,17.97,12.55,17.86,13.52
AUG | Carved Jade (Minimal Wear),18.8,18.8,12.59,18.8,12.59,18.69,13.07
AUG | Chameleon (Battle-Scarred),4.57,4.57,3.53,4.5,3.53,4.16,4.0
AUG | Chameleon (Factory New),6.51,6.51,4.16,6.48,4.16,6.37,3.74
AUG | Chameleon (Field-Tested),4.03,4.03,3.07,4.03,3.07,4.03,3.07
AUG | Chameleon (Minimal Wear),4.16,4.16,3.0,4.14,3.0,4.09,3.0
AUG | Chameleon (Well-Worn),4.04,4.04,3.16,4.02,3.16,3.97,3.16
AUG | Colony (Battle-Scarred),4.17,4.17,3.01,4.19,3.01,4.16,3.01
AUG | Colony (Factory New),499.99,499.99,15.89,499.99,15.89,499.99,15.89
AUG | Colony (Field-Tested),4.15,4.15,2.97,4.15,2.97,3.98,2.97
AUG | Colony (Minimal Wear),4.42,4.42,3.45,4.56,3.45,4.55,3.45
AUG | Colony (Well-Worn),3.97,3.97,3.9,3.98,3.9,3.96,4.14
AUG | Commando Company (Battle-Scarred),0.05,0.05,0.03,0.05,0.03,0.05,0.03
AUG | Commando Company (Factory New),0.1,0.1,0.08,0.1,0.08,0.1,0.09
AUG | Commando Company (Field-Tested),0.06,0.06,0.04,0.07,0.04,0.06,0.04
AUG | Commando Company (Minimal Wear),0.08,0.08,0.06,0.08,0.06,0.08,0.06
AUG | Commando Company (Well-Worn),0.07,0.07,0.04,0.07,0.04,0.06,0.04
AUG | Condemned (Battle-Scarred),0.12,0.12,0.07,0.13,0.07,0.12,0.07
AUG | Condemned (Factory New),0.39,0.39,0.26,0.41,0.26,0.42,0.26
AUG | Condemned (Field-Tested),0.15,0.15,0.1,0.15,0.1,0.15,0.1
AUG | Condemned (Minimal Wear),0.25,0.25,0.16,0.25,0.16,0.26,0.17
AUG | Condemned (Well-Worn),0.13,0.13,0.08,0.13,0.08,0.12,0.1
AUG | Contractor (Battle-Scarred),0.04,0.04,0.01,0.04,0.01,0.04,0.02
AUG | Contractor (Factory New),0.23,0.23,0.16,0.24,0.16,0.25,0.15
AUG | Contractor (Field-Tested),0.04,0.04,0.01,0.04,0.01,0.04,0.01
AUG | Contractor (Minimal Wear),0.05,0.05,0.02,0.05,0.02,0.05,0.02
AUG | Contractor (Well-Worn),0.04,0.04,0.01,0.04,0.01,0.04,0.01
AUG | Copperhead (Field-Tested),163.83,163.83,134.81,164.92,134.81,163.45,124.91
AUG | Copperhead (Minimal Wear),157.67,157.67,121.09,158.82,121.09,157.09,114.1
AUG | Daedalus (Battle-Scarred),5.81,5.81,3.82,5.82,3.82,5.88,3.86
AUG | Daedalus (Factory New),6.6,6.6,5.01,6.6,5.01,6.69,4.83
AUG | Daedalus (Field-Tested),5.59,5.59,4.47,5.69,4.47,5.69,4.78
AUG | Daedalus (Minimal Wear),6.28,6.28,4.52,6.25,4.52,6.18,4.42
AUG | Daedalus (Well-Worn),5.48,5.48,4.42,6.07,4.42,6.07,5.42
AUG | Death by Puppy (Factory New),16.16,16.16,10.83,16.16,10.83,16.14,11.18
AUG | Death by Puppy (Field-Tested),7.06,7.06,4.95,7.04,4.95,6.27,5.0
AUG | Death by Puppy (Minimal Wear),8.39,8.39,6.0,8.54,6.0,8.51,6.09
AUG | Death by Puppy (Well-Worn),7.93,7.93,5.03,7.54,5.03,7.17,5.8
AUG | Eye of Zapems (Battle-Scarred),5.11,5.11,3.4,5.11,3.4,5.22,3.75
AUG | Eye of Zapems (Factory New),16.64,16.64,11.31,17.27,11.31,17.21,12.0
AUG | Eye of Zapems (Field-Tested),6.07,6.07,3.97,6.26,3.97,6.3,3.98
AUG | Eye of Zapems (Minimal Wear),10.55,10.55,7.35,10.71,7.35,11.12,7.33
AUG | Eye of Zapems (Well-Worn),5.68,5.68,3.79,5.68,3.79,5.76,4.4
AUG | Flame Jörmungandr (Battle-Scarred),1420.73,1420.73,385.91,1415.35,385.91,1418.93,393.48
AUG | Flame Jörmungandr (Factory New),615.49,615.49,434.59,619.53,434.59,614.03,535.74
AUG | Flame Jörmungandr (Field-Tested),569.88,569.88,422.32,569.88,422.32,568.53,429.9
AUG | Flame Jörmungandr (Minimal Wear),580.6,580.6,429.41,580.6,429.41,568.53,435.99
AUG | Flame Jörmungandr (Well-Worn),794.3,794.3,318.84,799.52,318.84,792.41,318.84
AUG | Fleet Flock (Battle-Scarred),3.41,3.41,2.02,3.99,2.02,3.99,2.12
AUG | Fleet Flock (Factory New),16.94,16.94,12.28,16.94,12.28,16.82,12.28
AUG | Fleet Flock (Field-Tested),4.04,4.04,2.32,4.14,2.32,4.3,2.62
AUG | Fleet Flock (Minimal Wear),6.61,6.61,4.87,7.15,4.87,7.14,5.22
AUG | Fleet Flock (Well-Worn),3.18,3.18,1.96,3.36,1.96,3.64,1.97
AUG | Hot Rod (Factory New),650.0,650.0,444.39,650.0,444.39,650.0,444.39
AUG | Hot Rod (Minimal Wear),648.65,648.65,526.18,648.65,526.18,647.96,526.18
AUG | Lil' Pig (Battle-Scarred),24.9,24.9,14.98,26.02,14.98,26.02,15.7
AUG | Lil' Pig (Factory New),96.88,96.88,65.0,123.76,65.0,112.7,65.0
AUG | Lil' Pig (Field-Tested),28.75,28.75,18.64,31.01,18.64,36.38,19.43
AUG | Lil' Pig (Minimal Wear),53.79,53.79,31.96,55.48,31.96,53.96,32.85
AUG | Lil' Pig (Well-Worn),30.38,30.38,20.25,28.93,20.25,,19.02
AUG | Luxe Trim (Battle-Scarred),0.12,0.12,0.07,0.11,0.07,0.1,0.06
AUG | Luxe Trim (Factory New),0.85,0.85,0.44,0.85,0.44,0.84,0.51
AUG | Luxe Trim (Field-Tested),0.16,0.16,0.08,0.16,0.08,0.16,0.08
AUG | Luxe Trim (Minimal Wear),0.31,0.31,0.17,0.31,0.17,0.29,0.18
AUG | Luxe Trim (Well-Worn),0.12,0.12,0.07,0.12,0.07,0.12,0.07
AUG | Midnight Lily (Battle-Scarred),672.12,672.12,409.09,676.55,409.09,670.53,409.09
AUG | Midnight Lily (Factory New),748.0,748.0,434.99,691.95,434.99,693.7,476.52
AUG | Midnight Lily (Field-Tested),575.4,575.4,681.75,579.19,681.75,574.03,680.99
AUG | Midnight Lily (Minimal Wear),634.25,634.25,451.79,635.62,451.79,633.61,453.39
AUG | Midnight Lily (Well-Worn),1262.86,1262.86,375.0,1258.1,375.0,1261.26,375.0
AUG | Momentum (Battle-Scarred),1.84,1.84,1.48,1.79,1.48,2.07,1.49
AUG | Momentum (Factory New),18.91,18.91,14.2,18.91,14.2,19.98,14.2
AUG | Momentum (Field-Tested),2.36,2.36,1.58,2.36,1.58,2.55,1.58
AUG | Momentum (Minimal Wear),6.95,6.95,4.41,7.05,4.41,6.94,4.54
AUG | Momentum (Well-Worn),1.95,1.95,1.62,2.03,1.62,2.09,1.53
AUG | Navy Murano (Battle-Scarred),1.88,1.88,1.36,1.92,1.36,1.9,1.26
AUG | Navy Murano (Factory New),7.55,7.55,4.43,7.54,4.43,7.54,4.67
AUG | Navy Murano (Field-Tested),1.89,1.89,1.37,1.88,1.37,1.89,1.49
AUG | Navy Murano (Minimal Wear),2.3,2.3,1.69,2.41,1.69,2.39,1.88
AUG | Navy Murano (Well-Worn),1.74,1.74,1.35,1.81,1.35,1.87,1.36
AUG | Plague (Battle-Scarred),1.15,1.15,0.85,1.15,0.85,1.08,0.85
AUG | Plague (Factory New),2.77,2.77,1.9,2.8,1.9,2.8,1.9
AUG | Plague (Field-Tested),1.27,1.27,0.95,1.24,0.95,1.27,0.94
AUG | Plague (Minimal Wear),1.89,1.89,1.11,1.92,1.11,1.88,1.11
AUG | Plague (Well-Worn),1.3,1.3,0.99,1.32,0.99,1.31,0.99
AUG | Radiation Hazard (Battle-Scarred),2.21,2.21,1.84,2.1,1.84,2.2,1.84
AUG | Radiation Hazard (Factory New),3.42,3.42,2.27,3.41,2.27,3.38,2.42
AUG | Radiation Hazard (Field-Tested),2.27,2.27,1.64,2.3,1.64,2.25,1.73
AUG | Radiation Hazard (Minimal Wear),2.62,2.62,1.94,2.64,1.94,2.65,2.11
AUG | Radiation Hazard (Well-Worn),1.99,1.99,1.62,2.0,1.62,2.23,2.03
AUG | Random Access (Battle-Scarred),0.71,0.71,0.46,0.71,0.46,0.77,0.53
AUG | Random Access (Factory New),4.57,4.57,3.18,4.6,3.18,4.6,3.18
AUG | Random Access (Field-Tested),0.86,0.86,0.6,0.81,0.6,0.8,0.6
AUG | Random Access (Minimal Wear),1.51,1.51,1.17,1.49,1.17,1.46,1.22
AUG | Random Access (Well-Worn),0.71,0.71,0.57,0.69,0.57,0.71,0.58
AUG | Ricochet (Battle-Scarred),0.14,0.14,0.07,0.13,0.07,0.14,0.09
AUG | Ricochet (Factory New),0.69,0.69,0.49,0.65,0.49,0.65,0.49
AUG | Ricochet (Field-Tested),0.15,0.15,0.1,0.15,0.1,0.14,0.1
AUG | Ricochet (Minimal Wear),0.38,0.38,0.23,0.38,0.23,0.37,0.23
AUG | Ricochet (Well-Worn),0.21,0.21,0.14,0.23,0.14,0.18,0.15
AUG | Sand Storm (Battle-Scarred),,,73.67,,73.67,,73.93
AUG | Sand Storm (Factory New),111.02,111.02,75.94,111.41,75.94,111.0,76.21
AUG | Sand Storm (Field-Tested),114.49,114.49,57.65,114.97,57.65,180.0,68.24
AUG | Sand Storm (Minimal Wear),100.0,100.0,59.4,100.0,59.4,100.0,70.57
AUG | Sand Storm (Well-Worn),262.14,262.14,81.68,263.87,81.68,261.53,83.28
AUG | Snake Pit (Battle-Scarred),0.05,0.05,0.02,0.05,0.02,0.05,0.02
AUG | Snake Pit (Factory New),0.14,0.14,0.08,0.14,0.08,0.13,0.09
AUG | Snake Pit (Field-Tested),0.05,0.05,0.01,0.05,0.01,0.05,0.02
AUG | Snake Pit (Minimal Wear),0.07,0.07,0.02,0.07,0.02,0.07,0.03
AUG | Snake Pit (Well-Worn),0.06,0.06,0.02,0.06,0.02,0.06,0.02
AUG | Spalted Wood (Battle-Scarred),15.98,15.98,5.15,16.07,5.15,15.94,5.27
AUG | Spalted Wood (Factory New),7.22,7.22,5.39,7.22,5.39,6.82,5.41
AUG | Spalted Wood (Field-Tested),6.86,6.86,4.66,6.86,4.66,6.86,5.01
AUG | Spalted Wood (Minimal Wear),6.79,6.79,5.09,6.8,5.09,6.8,5.11
AUG | Spalted Wood (Well-Worn),6.68,6.68,5.13,6.63,5.13,6.63,4.87
AUG | Steel Sentinel (Battle-Scarred),0.09,0.09,0.04,0.09,0.04,0.09,0.03
AUG | Steel Sentinel (Factory New),0.58,0.58,0.41,0.59,0.41,0.6,0.41
AUG | Steel Sentinel (Field-Tested),0.1,0.1,0.06,0.1,0.06,0.1,0.06
AUG | Steel Sentinel (Minimal Wear),0.2,0.2,0.11,0.21,0.11,0.19,0.11
AUG | Steel Sentinel (Well-Worn),0.08,0.08,0.04,0.09,0.04,0.09,0.05
AUG | Storm (Battle-Scarred),0.04,0.04,0.01,0.04,0.01,0.04,0.01
AUG | Storm (Factory New),0.64,0.64,0.4,0.65,0.4,0.78,0.39
AUG | Storm (Field-Tested),0.04,0.04,0.01,0.04,0.01,0.04,0.02
AUG | Storm (Minimal Wear),0.05,0.05,0.03,0.05,0.03,0.05,0.03
AUG | Storm (Well-Worn),0.04,0.04,0.02,0.04,0.02,0.04,0.02
AUG | Stymphalian (Battle-Scarred),2.27,2.27,1.52,2.37,1.52,2.37,1.56
AUG | Stymphalian (Factory New),10.12,10.12,7.05,10.06,7.05,10.99,7.87
AUG | Stymphalian (Field-Tested),2.3,2.3,1.45,2.24,1.45,2.34,1.49
AUG | Stymphalian (Minimal Wear),4.14,4.14,2.97,4.3,2.97,4.4,3.33
AUG | Stymphalian (Well-Worn),2.3,2.3,1.39,2.3,1.39,2.39,1.4
AUG | Surveillance (Battle-Scarred),0.86,0.86,0.72,0.92,0.72,0.94,0.65
AUG | Surveillance (Factory New),1.06,1.06,0.77,1.09,0.77,1.05,0.82
AUG | Surveillance (Field-Tested),0.92,0.92,0.7,0.92,0.7,0.92,0.69
AUG | Surveillance (Minimal Wear),0.95,0.95,0.74,0.95,0.74,0.96,0.77
AUG | Surveillance (Well-Worn),0.92,0.92,0.7,0.93,0.7,0.94,0.64
AUG | Sweeper (Battle-Scarred),0.04,0.04,0.01,0.04,0.01,0.04,0.01
AUG | Sweeper (Factory New),0.08,0.08,0.05,0.1,0.05,0.09,0.05
AUG | Sweeper (Field-Tested),0.04,0.04,0.01,0.04,0.01,0.04,0.01
AUG | Sweeper (Minimal Wear),0.05,0.05,0.02,0.05,0.02,0.05,0.02
AUG | Sweeper (Well-Worn),0.04,0.04,0.01,0.04,0.01,0.04,0.01
AUG | Syd Mead (Battle-Scarred),2.26,2.26,1.87,2.34,1.87,2.38,1.92
AUG | Syd Mead (Factory New),14.69,14.69,10.64,14.8,10.64,14.79,10.69
AUG | Syd Mead (Field-Tested),2.64,2.64,1.77,2.64,1.77,2.7,1.77
AUG | Syd Mead (Minimal Wear),5.56,5.56,3.83,5.61,3.83,5.76,3.93
AUG | Syd Mead (Well-Worn),2.53,2.53,1.94,2.59,1.94,2.56,1.94
AUG | Tom Cat (Battle-Scarred),0.12,0.12,0.08,0.12,0.08,0.13,0.08
AUG | Tom Cat (Factory New),0.47,0.47,0.26,0.47,0.26,0.47,0.26
AUG | Tom Cat (Field-Tested),0.23,0.23,0.1,0.18,0.1,0.19,0.1
AUG | Tom Cat (Minimal Wear),0.18,0.18,0.11,0.19,0.11,0.17,0.11
AUG | Tom Cat (Well-Worn),0.21,0.21,0.12,0.21,0.12,0.21,0.16
AUG | Torque (Battle-Scarred),10.94,10.94,9.94,10.98,9.94,10.94,10.53
AUG | Torque (Factory New),17.79,17.79,11.95,17.79,11.95,17.8,11.94
AUG | Torque (Field-Tested),11.79,11.79,8.48,11.82,8.48,11.82,8.57
AUG | Torque (Minimal Wear),13.64,13.64,9.47,13.8,9.47,13.91,9.56
AUG | Torque (Well-Worn),9.96,9.96,8.05,9.96,8.05,10.98,10.24
AUG | Triqua (Battle-Scarred),0.11,0.11,0.07,0.12,0.07,0.12,0.08
AUG | Triqua (Factory New),0.55,0.55,0.34,0.62,0.34,0.57,0.35
AUG | Triqua (Field-Tested),0.19,0.19,0.11,0.17,0.11,0.2,0.1
AUG | Triqua (Minimal Wear),0.18,0.18,0.11,0.18,0.11,0.18,0.13
AUG | Triqua (Well-Worn),0.12,0.12,0.08,0.12,0.08,0.11,0.07
AUG | Wings (Factory New),34.8,34.8,25.31,34.85,25.31,35.0,25.31
AUG | Wings (Minimal Wear),34.5,34.5,24.57,34.5,24.57,34.5,24.66
AWP | Acheron (Battle-Scarred),0.4,0.4,0.28,0.41,0.28,0.41,0.28
AWP | Acheron (Factory New),2.37,2.37,1.59,2.38,1.59,2.24,1.66
AWP | Acheron (Field-Tested),0.48,0.48,0.34,0.47,0.34,0.51,0.34
AWP | Acheron (Minimal Wear),1.12,1.12,0.74,1.2,0.74,1.1,0.74
AWP | Acheron (Well-Worn),1.08,1.08,0.74,1.07,0.74,1.12,0.77
AWP | Arsenic Spill (Battle-Scarred),2.91,2.91,2.32,2.93,2.32,2.95,2.94
AWP | Arsenic Spill (Factory New),5.24,5.24,4.26,5.25,4.26,5.17,4.16
AWP | Arsenic Spill (Field-Tested),3.24,3.24,2.65,3.17,2.65,3.08,2.74
AWP | Arsenic Spill (Minimal Wear),4.56,4.56,3.58,4.56,3.58,4.38,3.58
AWP | Arsenic Spill (Well-Worn),2.88,2.88,2.45,2.8,2.45,2.81,2.79
AWP | Asiimov (Battle-Scarred),104.3,104.3,72.61,105.13,72.61,104.44,72.62
AWP | Asiimov (Field-Tested),186.92,186.92,133.21,189.31,133.21,180.68,133.98
AWP | Asiimov (Well-Worn),132.21,132.21,92.5,143.98,92.5,139.55,90.99
AWP | Atheris (Battle-Scarred),3.88,3.88,2.62,3.93,2.62,3.83,2.68
AWP | Atheris (Factory New),18.0,18.0,12.95,18.35,12.95,18.55,13.26
AWP | Atheris (Field-Tested),5.37,5.37,3.51,5.36,3.51,5.29,3.64
AWP | Atheris (Minimal Wear),8.85,8.85,5.91,8.34,5.91,8.62,5.94
AWP | Atheris (Well-Worn),3.93,3.93,2.8,4.44,2.8,4.29,3.01
AWP | BOOM (Factory New),655.35,655.35,357.0,659.67,357.0,653.8,357.0
AWP | BOOM (Field-Tested),166.93,166.93,118.81,163.0,118.81,162.62,120.81
AWP | BOOM (Minimal Wear),180.01,180.01,131.13,179.6,131.13,184.02,131.12
AWP | Black Nile (Battle-Scarred),3.29,3.29,2.32,3.42,2.32,3.3,2.3
AWP | Black Nile (Factory New),7.85,7.85,5.03,7.63,5.03,8.14,5.16
AWP | Black Nile (Field-Tested),2.68,2.68,1.75,2.5,1.75,2.64,1.82
AWP | Black Nile (Minimal Wear),4.48,4.48,2.89,4.21,2.89,4.37,3.07
AWP | Black Nile (Well-Worn),3.87,3.87,2.61,3.86,2.61,3.81,2.58
AWP | CMYK (Battle-Scarred),149.33,149.33,107.68,154.48,107.68,161.89,108.79
AWP | CMYK (Factory New),903.58,903.58,570.0,903.84,570.0,973.64,570.0
AWP | CMYK (Field-Tested),258.56,258.56,155.83,258.0,155.83,257.78,156.6
AWP | CMYK (Minimal Wear),471.86,471.86,264.0,470.07,264.0,470.74,268.0
AWP | CMYK (Well-Worn),183.49,183.49,130.91,199.46,130.91,198.99,138.17
AWP | Capillary (Battle-Scarred),0.42,0.42,0.27,0.42,0.27,0.41,0.27
AWP | Capillary (Factory New),3.3,3.3,2.28,3.28,2.28,3.48,2.44
AWP | Capillary (Field-Tested),0.39,0.39,0.27,0.41,0.27,0.41,0.27
AWP | Capillary (Minimal Wear),0.78,0.78,0.55,0.87,0.55,0.89,0.54
AWP | Capillary (Well-Worn),0.78,0.78,0.49,0.8,0.49,0.7,0.51
AWP | Chromatic Aberration (Battle-Scarred),8.14,8.14,6.14,8.1,6.14,8.11,6.86
AWP | Chromatic Aberration (Factory New),19.38,19.38,13.94,20.14,13.94,19.34,13.9
AWP | Chromatic Aberration (Field-Tested),8.89,8.89,6.32,9.03,6.32,8.71,6.35
AWP | Chromatic Aberration (Minimal Wear),12.79,12.79,8.86,13.5,8.86,12.93,9.09
AWP | Chromatic Aberration (Well-Worn),10.26,10.26,7.56,10.44,7.56,10.9,7.75
AWP | Chrome Cannon (Battle-Scarred),22.0,22.0,16.22,21.93,16.22,22.35,16.17
AWP | Chrome Cannon (Factory New),158.16,158.16,114.02,156.01,114.02,152.73,116.84
AWP | Chrome Cannon (Field-Tested),35.31,35.31,25.99,35.5,25.99,34.68,25.71
AWP | Chrome Cannon (Minimal Wear),62.22,62.22,45.11,62.58,45.11,62.68,45.11
AWP | Chrome Cannon (Well-Worn),25.24,25.24,17.45,26.28,17.45,25.02,17.85
AWP | Containment Breach (Battle-Scarred),77.83,77.83,54.17,77.37,54.17,77.57,54.4
AWP | Containment Breach (Factory New),575.0,575.0,380.51,575.0,380.51,575.0,414.99
AWP | Containment Breach (Field-Tested),109.75,109.75,71.99,108.44,71.99,107.47,73.0
AWP | Containment Breach (Minimal Wear),234.18,234.18,157.11,242.48,157.11,247.53,166.8
AWP | Containment Breach (Well-Worn),79.18,79.18,54.12,79.26,54.12,79.24,54.11
AWP | Corticera (Factory New),58.25,58.25,38.51,54.48,38.51,54.48,40.53
AWP | Corticera (Field-Tested),22.1,22.1,15.15,22.02,15.15,21.04,15.24
AWP | Corticera (Minimal Wear),21.68,21.68,14.85,21.71,14.85,23.14,15.04
AWP | Crakow! (Battle-Scarred),32.71,32.71,23.62,33.27,23.62,34.0,23.68
AWP | Crakow! (Factory New),221.2,221.2,133.55,230.0,133.55,224.25,134.03
AWP | Crakow! (Field-Tested),69.51,69.51,42.65,68.13,42.65,67.0,43.41
AWP | Crakow! (Minimal Wear),123.02,123.02,74.66,122.76,74.66,124.91,73.89
AWP | Crakow! (Well-Worn),38.6,38.6,25.72,37.74,25.72,37.75,28.28
AWP | Desert Hydra (Battle-Scarred),,,1345.36,,1345.36,,1594.99
AWP | Desert Hydra (Factory New),,,2727.14,,2727.14,,2838.62
AWP | Desert Hydra (Field-Tested),,,1660.34,,1660.34,,1799.9
AWP | Desert Hydra (Minimal Wear),,,2103.41,,2103.41,,2239.64
AWP | Desert Hydra (Well-Worn),,,1399.0,,1399.0,,1399.0
AWP | Dragon Lore (Battle-Scarred),,,5139.0,,5139.0,,5139.0
AWP | Dragon Lore (Factory New),,,14007.57,,14007.57,,14128.52
AWP | Dragon Lore (Field-Tested),,,7425.41,,7425.41,,7387.92
AWP | Dragon Lore (Minimal Wear),,,10090.91,,10090.91,,11451.28
AWP | Dragon Lore (Well-Worn),,,6733.75,,6733.75,,6693.01
AWP | Duality (Battle-Scarred),2.11,2.11,1.44,2.34,1.44,2.32,1.57
AWP | Duality (Factory New),14.04,14.04,10.21,14.11,10.21,14.6,10.44
AWP | Duality (Field-Tested),2.5,2.5,1.66,2.7,1.66,2.46,1.66
AWP | Duality (Minimal Wear),5.81,5.81,4.2,6.12,4.2,6.25,4.48
AWP | Duality (Well-Worn),3.24,3.24,2.03,2.89,2.03,2.95,2.3
AWP | Electric Hive (Factory New),63.66,63.66,43.85,63.6,43.85,62.75,43.84
AWP | Electric Hive (Field-Tested),49.93,49.93,33.0,50.25,33.0,49.81,33.26
AWP | Electric Hive (Minimal Wear),49.37,49.37,33.82,49.34,33.82,49.0,33.82
AWP | Electric Hive (Well-Worn),65.98,65.98,41.94,66.7,41.94,60.28,42.09
AWP | Elite Build (Battle-Scarred),20.2,20.2,15.55,21.27,15.55,20.98,16.88
AWP | Elite Build (Factory New),53.63,53.63,35.39,48.3,35.39,47.5,39.49
AWP | Elite Build (Field-Tested),26.65,26.65,17.74,27.34,17.74,26.41,18.21
AWP | Elite Build (Minimal Wear),34.2,34.2,22.71,33.27,22.71,32.47,22.79
AWP | Elite Build (Well-Worn),23.19,23.19,16.2,22.01,16.2,22.33,16.2
AWP | Exoskeleton (Battle-Scarred),4.86,4.86,3.43,5.02,3.43,4.85,3.65
AWP | Exoskeleton (Factory New),14.2,14.2,9.53,14.18,9.53,14.45,9.78
AWP | Exoskeleton (Field-Tested),5.98,5.98,3.86,6.25,3.86,5.99,3.72
AWP | Exoskeleton (Minimal Wear),7.78,7.93,5.32,7.93,5.32,8.0,5.31
AWP | Exoskeleton (Well-Worn),4.9,4.9,3.67,5.55,3.67,5.26,3.75
AWP | Fade (Factory New),1249.97,1249.97,878.86,1200.0,878.86,1200.0,908.79
AWP | Fade (Minimal Wear),,,978.75,,978.75,,1020.91
AWP | Fever Dream (Battle-Scarred),18.8,18.8,13.33,18.9,13.33,19.4,13.38
AWP | Fever Dream (Factory New),26.31,26.31,16.75,26.82,16.75,26.29,16.75
AWP | Fever Dream (Field-Tested),18.86,18.86,12.79,18.8,12.79,18.67,12.9
AWP | Fever Dream (Minimal Wear),21.08,21.08,14.44,21.43,14.44,21.34,14.49
AWP | Fever Dream (Well-Worn),19.7,19.7,12.68,20.2,12.68,20.3,13.05
AWP | Graphite (Factory New),214.68,214.68,148.48,213.0,148.48,210.0,151.94
AWP | Graphite (Minimal Wear),203.98,203.98,143.05,203.98,143.05,203.98,147.87
AWP | Green Energy (Battle-Scarred),55.96,55.96,46.3,55.49,46.3,54.48,46.59
AWP | Green Energy (Factory New),247.88,247.88,206.4,259.99,206.4,297.34,206.37
AWP | Green Energy (Field-Tested),58.55,58.55,49.99,60.63,49.99,62.38,46.62
AWP | Green Energy (Minimal Wear),126.51,126.51,104.11,125.23,104.11,134.18,109.9
AWP | Green Energy (Well-Worn),58.62,58.62,45.68,58.5,45.68,59.0,47.52
AWP | Gungnir (Battle-Scarred),,,7609.09,,7609.09,,7987.01
AWP | Gungnir (Factory New),,,14590.91,,14590.91,,18499.0
AWP | Gungnir (Field-Tested),,,9804.41,,9804.41,,11907.92
AWP | Gungnir (Minimal Wear),,,12259.09,,12259.09,,17576.12
AWP | Gungnir (Well-Worn),,,15000.0,,15000.0,,29698.7
AWP | Hyper Beast (Battle-Scarred),33.0,33.25,24.3,33.25,24.3,34.44,24.27
